pot_no,nh4,beta,bg_scam10,bg_sppa10,total_bg,site_frame,level,position,co2,salinity,comp,elevation,genotype,location,depth_seed,cohort,origin_lab,date_cloned_grp,date_planted_grp,weight_init,width_init,nodes_init,agb_scam,agb_sppa,dens_scam_live,dens_scam_dead,height_sppa,height_scam_tot,height_scam_grn,width_scam_mid,width_scam_bas,prop_twist,soil_to_pot,id,extinct,age
1662,NA,0.7847433128780213,3.031,NA,3.302,gcrew_3,4,6,ambient,salt,0,0.18316666666666664,b3,blackwater,8,blackwater,nd,1,1,1.42,3.3,1,5.9079999999999995,0,25,3,NA,51.84,50.66,2.624,2.984,0.04,4.5,gcrew_3_4_6,0,modern
1663,NA,NA,3.389,0.304,5.026,gcrew_3,4,7,ambient,salt,1,0.18316666666666664,ca4,corn,20.75,corn_ancestral,utk,1,1,1.804,1.22,2,5.125,0.141,13,4,22,54.708333333333336,49.791666666666664,3.5749999999999997,3.8833333333333333,0,4,gcrew_3_4_7,0,ancestral
1664,41.37081124,0.81336420790512,6.843,NA,7.768,gcrew_3,4,8,ambient,salt,0,0.18316666666666664,ca2,corn,18.75,corn_ancestral,utk,1,1,1.129,0.98,2,8.460132964325748,0,11,8,NA,58.85,57.55,3.82,4.39,0.4,3.5,gcrew_3_4_8,0,ancestral
1665,39.36026714,NA,3.372,0.124,5.465,gcrew_3,5,1,ambient,salt,1,0.05749999999999997,ca6,corn,20.75,corn_ancestral,utk,1,1,1.449,2.01,1,5.836,0,11,3,NA,69.54545454545455,67.45454545454545,4.181818181818182,4.972727272727273,0,3,gcrew_3_5_1,0,ancestral
1666,NA,NA,NA,NA,NA,gcrew_3,5,2,ambient,salt,1,0.05749999999999997,cm7,corn,0,corn_modern,utk,1,1,2.604,1.75,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_5_2,1,modern
1667,NA,NA,NA,NA,NA,gcrew_3,5,3,ambient,salt,1,0.05749999999999997,ca10,corn,16.75,corn_ancestral,nd,3,2,0.527,2.15,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_5_3,1,ancestral
1668,NA,NA,NA,NA,NA,gcrew_3,5,4,ambient,salt,0,0.05749999999999997,km6,kirkpatrick,0,kirk_modern,nd,1,1,0.439,1.84,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_5_4,1,modern
1669,NA,NA,NA,NA,NA,gcrew_3,5,5,ambient,salt,0,0.05749999999999997,ca5,corn,18.75,corn_ancestral,utk,2,1,1.185,1.99,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_5_5,1,ancestral
1670,NA,NA,NA,NA,NA,gcrew_3,5,6,ambient,salt,0,0.05749999999999997,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,0.992,2.03,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_5_6,1,ancestral
1671,NA,NA,NA,NA,NA,gcrew_3,5,7,ambient,salt,0,0.05749999999999997,cm3,corn,0,corn_modern,utk,2,1,1.253,1.13,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_5_7,1,modern
1672,NA,NA,NA,NA,NA,gcrew_3,5,8,ambient,salt,0,0.05749999999999997,cm9,corn,0,corn_modern,nd,1,1,0.87,4.25,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_5_8,1,modern
1673,NA,NA,NA,NA,NA,gcrew_3,6,1,ambient,salt,1,-0.0611666666666667,ca4,corn,20.75,corn_ancestral,utk,3,2,0.841,1.72,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_1,1,ancestral
1674,NA,NA,NA,NA,NA,gcrew_3,6,2,ambient,salt,0,-0.0611666666666667,ca10,corn,16.75,corn_ancestral,nd,1,1,0.87,1.97,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_2,1,ancestral
1675,NA,NA,NA,NA,NA,gcrew_3,6,3,ambient,salt,1,-0.0611666666666667,cm4,corn,0,corn_modern,utk,2,1,0.721,1.43,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_3,1,modern
1676,NA,NA,NA,NA,NA,gcrew_3,6,4,ambient,salt,0,-0.0611666666666667,km1,kirkpatrick,0,kirk_modern,utk,2,1,1.335,2.11,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_4,1,modern
1677,NA,NA,NA,NA,NA,gcrew_3,6,5,ambient,salt,1,-0.0611666666666667,cm4,corn,0,corn_modern,utk,3,2,0.709,2.1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_5,1,modern
1678,NA,NA,NA,NA,NA,gcrew_3,6,6,ambient,salt,0,-0.0611666666666667,ka5,kirkpatrick,20,kirk_ancestral,nd,1,1,0.979,2.3,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_6,1,ancestral
1679,NA,NA,NA,NA,NA,gcrew_3,6,7,ambient,salt,0,-0.0611666666666667,ca1,corn,20.75,corn_ancestral,utk,1,1,0.442,1.33,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_7,1,ancestral
1680,NA,NA,NA,NA,NA,gcrew_3,6,8,ambient,salt,0,-0.0611666666666667,cm5,corn,0,corn_modern,utk,1,1,1.328,2.13,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_3_6_8,1,modern
1681,NA,NA,2.991,0.963,7.846,gcrew_4,1,1,elevated,salt,1,0.516,cm4,corn,0,corn_modern,utk,1,1,0.345,1.27,1,2.392,1.664,18,3,53.5,38.75,38.02777777777778,2.3555555555555556,2.761111111111111,0.2777777777777778,6.5,gcrew_4_1_1,0,modern
1682,NA,NA,2.708,1.665,8.398,gcrew_4,1,2,elevated,salt,1,0.516,ca6,corn,20.75,corn_ancestral,utk,2,1,2.696,2.96,2,1.9369999999999998,2.325,10,0,69.5,49.65,47.25,2.6,2.83,0.1,7,gcrew_4_1_2,0,ancestral
1683,NA,NA,7.198,1.253,13.451,gcrew_4,1,3,elevated,salt,1,0.516,ka2,kirkpatrick,14,kirk_ancestral,nd,2,1,1.857,1.65,1,5.662000000000001,2.081,23,2,64,48.43478260869565,47.34782608695652,3.1956521739130435,3.482608695652174,0.2608695652173913,7,gcrew_4_1_3,0,ancestral
1684,47.94374385,0.9353993918719512,3.451,NA,6.392,gcrew_4,1,4,elevated,salt,0,0.516,cm3,corn,0,corn_modern,utk,2,1,0.962,1.77,1,2.9650000000000003,0,15,0,NA,46.357142857142854,42.714285714285715,2.7071428571428573,2.892857142857143,0.5714285714285714,7,gcrew_4_1_4,0,modern
1685,NA,0.9060571510806974,1.389,NA,2.363,gcrew_4,1,5,elevated,salt,0,0.516,cm7,corn,0,corn_modern,utk,1,1,0.2,1.04,1,1.175,0,8,1,NA,43.1875,40.25,2.25,2.4375,0.375,7,gcrew_4_1_5,0,modern
1686,NA,0.8456011695096705,7.559,NA,9.099,gcrew_4,1,6,elevated,salt,0,0.516,km3,kirkpatrick,0,kirk_modern,utk,3,2,1.701,1.96,1,5.415,0,18,3,NA,48.833333333333336,47.361111111111114,3.2111111111111112,3.672222222222222,0.05555555555555555,5,gcrew_4_1_6,0,modern
1687,NA,0.8668999935499326,5.509,NA,6.9910000000000005,gcrew_4,1,7,elevated,salt,0,0.516,b2,blackwater,10,blackwater,nd,3,2,0.51,2.12,1,4.005,0,20,3,NA,40.25,39.625,3.055,3.25,0.2,8,gcrew_4_1_7,0,modern
1688,NA,0.9430322787162482,6.801,NA,14.609,gcrew_4,1,8,elevated,salt,0,0.516,ca2,corn,18.75,corn_ancestral,utk,1,1,2.996,2.08,2,4.898,0,30,3,NA,41.96551724137931,40.98275862068966,2.2482758620689656,2.3793103448275863,0.5862068965517241,5,gcrew_4_1_8,0,ancestral
1689,NA,0.8894376158511832,9.003,NA,12.394,gcrew_4,2,1,elevated,salt,0,0.4088333333333334,ca5,corn,18.75,corn_ancestral,utk,2,1,1.368,1.5,1,6.703,0,20,2,NA,43.86842105263158,41.973684210526315,3.068421052631579,3.6,0.47368421052631576,5,gcrew_4_2_1,0,ancestral
1690,76.4006757,0.8344048938998828,2.281,NA,2.7560000000000002,gcrew_4,2,2,elevated,salt,0,0.4088333333333334,cm10,corn,0,corn_modern,nd,3,2,0.863,1.78,4,2.612,0,12,3,NA,46.041666666666664,44.583333333333336,2.5166666666666666,2.658333333333333,0.25,7,gcrew_4_2_2,0,modern
1691,NA,0.9309463122284076,5.084,NA,9.886,gcrew_4,2,3,elevated,salt,0,0.4088333333333334,cm5,corn,0,corn_modern,utk,1,1,0.988,1.58,2,5.083,0,19,6,NA,49.55263157894737,48.76315789473684,2.768421052631579,3.1999999999999997,0.2631578947368421,5.5,gcrew_4_2_3,0,modern
1692,NA,NA,2.483,2.204,7.987,gcrew_4,2,4,elevated,salt,1,0.4088333333333334,ca7,corn,20.75,corn_ancestral,utk,1,1,1.564,1.89,1,3.1310000000000002,3.917,10,0,68.5,56.2,52.9,2.94,3.35,0.1,5.5,gcrew_4_2_4,0,ancestral
1693,NA,0.8626149038199807,2.365,NA,2.963,gcrew_4,2,5,elevated,salt,0,0.4088333333333334,b2,blackwater,10,blackwater,nd,3,2,0.777,2.86,1,2.439,0,8,2,NA,49.1875,47.9375,3.525,3.8125,0,6.5,gcrew_4_2_5,0,modern
1694,NA,NA,1.887,1.979,6.42,gcrew_4,2,6,elevated,salt,1,0.4088333333333334,ca1,corn,20.75,corn_ancestral,utk,1,1,0.43,1.18,1,5.947,0,15,1,71,34.9,34,1.98,2.0733333333333333,0.5333333333333333,0,gcrew_4_2_6,0,ancestral
1695,NA,0.8649118440498432,9.958,NA,12.622,gcrew_4,2,7,elevated,salt,0,0.4088333333333334,km2,kirkpatrick,0,kirk_modern,utk,2,1,1.535,1.31,1,8.142999999999999,0,33,2,NA,45.74242424242424,43.57575757575758,2.815151515151515,3.066666666666667,0.5454545454545454,4,gcrew_4_2_7,0,modern
1696,NA,NA,NA,NA,NA,gcrew_4,2,8,elevated,salt,0,0.4088333333333334,ka1,kirkpatrick,18,kirk_ancestral,utk,1,1,0.693,1.61,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_2_8,1,ancestral
1697,NA,NA,0.624,1.257,2.605,gcrew_4,3,1,elevated,salt,1,0.2871666666666667,ca4,corn,20.75,corn_ancestral,utk,3,2,0.387,1.98,2,1.127,3.525,6,3,68,42.5,41.833333333333336,2.8,3.25,0,6,gcrew_4_3_1,0,ancestral
1698,NA,0.8835357444320161,9.225,NA,13.408999999999999,gcrew_4,3,2,elevated,salt,0,0.2871666666666667,ka4,kirkpatrick,20,kirk_ancestral,nd,1,1,0.679,1.87,2,7.809,0,37,18,NA,48.45945945945946,45.567567567567565,2.4324324324324325,2.6243243243243244,0.21621621621621623,3.5,gcrew_4_3_2,0,ancestral
1699,NA,0.8765032504714406,8.053,NA,10.805000000000001,gcrew_4,3,3,elevated,salt,0,0.2871666666666667,b3,blackwater,8,blackwater,nd,1,1,0.915,2,2,7.748,0,23,6,NA,50.95652173913044,50.28260869565217,3.5304347826086957,3.9130434782608696,0,4.5,gcrew_4_3_3,0,modern
1700,NA,NA,NA,NA,NA,gcrew_4,3,4,elevated,salt,0,0.2871666666666667,ca4,corn,20.75,corn_ancestral,utk,1,1,0.656,1.22,2,8.005502665766347,0,27,3,NA,48.67307692307692,47.13461538461539,3.326923076923077,3.896153846153846,0.34615384615384615,4,gcrew_4_3_4,0,ancestral
1801,NA,0.7834350417058535,2.37,NA,2.589,gcrew_4,3,5,elevated,salt,0,0.2871666666666667,ca10,corn,16.75,corn_ancestral,nd,3,2,0.749,1.73,1,2.6544279105343427,0,11,0,NA,49.15,48.1,3.1999999999999997,3.65,0.4,5.5,gcrew_4_3_5,0,ancestral
1802,NA,0.8378959533370687,10.372,NA,12.385,gcrew_4,3,6,elevated,salt,0,0.2871666666666667,cm8,corn,0,corn_modern,nd,1,1,0.752,2.29,1,6.571682193118171,0,30,4,NA,49.672413793103445,48.44827586206897,2.989655172413793,3.382758620689655,0.4482758620689655,5,gcrew_4_3_6,0,modern
1803,NA,NA,NA,2.664,3.4290000000000003,gcrew_4,3,7,elevated,salt,1,0.2871666666666667,cm2,corn,0,corn_modern,utk,1,1,0.274,1.33,1,0,7.142,0,0,89,NA,NA,NA,NA,NA,5,gcrew_4_3_7,1,modern
1804,40.36553917,NA,8.066,0.373,11.895000000000001,gcrew_4,3,8,elevated,salt,1,0.2871666666666667,cm9,corn,0,corn_modern,nd,1,1,0.724,3.78,1,7.386,2.776,30,3,65,43.741379310344826,42.8448275862069,3.1206896551724137,3.5517241379310347,0.2413793103448276,4.5,gcrew_4_3_8,0,modern
1805,42.22142604,0.8836300613401188,2.324,NA,3.0429999999999997,gcrew_4,4,1,elevated,salt,0,0.1761666666666667,km1,kirkpatrick,0,kirk_modern,utk,1,1,0.955,1.52,1,3.018,0,11,3,NA,47.4,46.5,3.5,3.95,0.2,4.5,gcrew_4_4_1,0,modern
1806,NA,0.9018936490657408,5.239,NA,8.68,gcrew_4,4,2,elevated,salt,0,0.1761666666666667,ca3,corn,18.75,corn_ancestral,utk,1,1,0.415,1.94,1,9.731856244968519,0,14,6,NA,49.53846153846154,48.11538461538461,4.753846153846154,5.623076923076923,0.46153846153846156,4,gcrew_4_4_2,0,ancestral
1807,NA,NA,4.815,0.3,7.035,gcrew_4,4,3,elevated,salt,1,0.1761666666666667,ca2,corn,18.75,corn_ancestral,utk,1,1,1.163,1.29,1,5.622,0.072,14,2,22,61.73076923076923,60.30769230769231,3.9538461538461536,4.6,0.15384615384615385,4.5,gcrew_4_4_3,0,ancestral
1808,41.75745433,0.8389499571785086,7.781,NA,9.29,gcrew_4,4,4,elevated,salt,0,0.1761666666666667,b2,blackwater,10,blackwater,nd,1,1,1.445,3.48,2,8.369,0,19,0,NA,53.89473684210526,49.6578947368421,5.063157894736842,5.647368421052632,0.05263157894736842,2.5,gcrew_4_4_4,0,modern
1809,NA,NA,NA,NA,NA,gcrew_4,4,5,elevated,salt,0,0.1761666666666667,cm10,corn,0,corn_modern,nd,1,1,0.804,1.83,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_4_5,1,modern
1810,42.84005499,NA,6.888,0.119,8.217,gcrew_4,4,6,elevated,salt,1,0.1761666666666667,ca5,corn,18.75,corn_ancestral,utk,1,1,1.188,2.19,1,8.482000000000001,0,17,3,NA,58.411764705882355,57.294117647058826,4.0588235294117645,4.5,0.058823529411764705,4.5,gcrew_4_4_6,0,ancestral
1811,NA,0.8918609720441182,7.053,NA,10.161999999999999,gcrew_4,4,7,elevated,salt,0,0.1761666666666667,cm2,corn,0,corn_modern,utk,1,1,1.079,1.74,1,7.940334759186548,0,18,7,NA,53.85294117647059,51.970588235294116,4.147058823529412,4.7823529411764705,0.17647058823529413,3,gcrew_4_4_7,0,modern
1812,NA,NA,1.921,0.186,2.3770000000000002,gcrew_4,4,8,elevated,salt,1,0.1761666666666667,cm5,corn,0,corn_modern,utk,1,1,0.961,1.56,2,2.642,0,8,1,NA,60.375,58.875,3.2375,3.925,0,5.5,gcrew_4_4_8,0,modern
1813,40.98416812,0.7940106759751507,4.241,NA,4.693,gcrew_4,5,1,elevated,salt,0,0.06950000000000003,cm6,corn,0,corn_modern,utk,1,1,1.967,1.86,1,6.625,0,16,6,NA,58.21875,56.34375,4.25,4.6375,0.0625,2.5,gcrew_4_5_1,0,modern
1814,NA,NA,NA,NA,NA,gcrew_4,5,2,elevated,salt,0,0.06950000000000003,ca3,corn,18.75,corn_ancestral,utk,2,1,1.169,1.52,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_5_2,1,ancestral
1815,43.53601257,NA,1.995,0.099,2.6260000000000003,gcrew_4,5,3,elevated,salt,1,0.06950000000000003,cm1,corn,0,corn_modern,utk,1,1,0.722,1.86,1,3.348,0.048,11,0,4.5,46.95454545454545,45.63636363636363,3.7727272727272725,4.1909090909090905,0.18181818181818182,2.5,gcrew_4_5_3,0,modern
1816,39.43759575,0.8605457984848529,2.39,NA,2.999,gcrew_4,5,4,elevated,salt,0,0.06950000000000003,km2,kirkpatrick,0,kirk_modern,utk,2,1,3.327,1.93,1,4.234,0,13,3,NA,52.15384615384615,51.07692307692308,3.5846153846153848,3.8615384615384616,0,2,gcrew_4_5_4,0,modern
1817,NA,NA,NA,NA,NA,gcrew_4,5,5,elevated,salt,0,0.06950000000000003,ca9,corn,14.25,corn_ancestral,nd,2,1,1.675,3.45,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_5_5,1,ancestral
1818,38.89629542,NA,4.757,NA,5.869,gcrew_4,5,6,elevated,salt,1,0.06950000000000003,ca7,corn,20.75,corn_ancestral,utk,2,1,0.845,1.46,1,7.035,0,17,2,NA,62.46875,60.5625,4,4.59375,0.0625,3.5,gcrew_4_5_6,0,ancestral
1819,NA,NA,NA,NA,NA,gcrew_4,5,7,elevated,salt,0,0.06950000000000003,ka5,kirkpatrick,20,kirk_ancestral,nd,3,2,0.859,2.35,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_5_7,1,ancestral
1820,NA,NA,NA,NA,NA,gcrew_4,5,8,elevated,salt,1,0.06950000000000003,cm9,corn,0,corn_modern,nd,2,1,2.694,2.63,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_5_8,1,modern
1821,NA,NA,NA,NA,NA,gcrew_4,6,1,elevated,salt,0,-0.043833333333333294,b2,blackwater,10,blackwater,nd,3,2,0.389,1.6,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_1,1,modern
1822,NA,NA,NA,NA,NA,gcrew_4,6,2,elevated,salt,1,-0.043833333333333294,cm7,corn,0,corn_modern,utk,2,1,0.903,1.83,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_2,1,modern
1823,NA,NA,NA,NA,NA,gcrew_4,6,3,elevated,salt,0,-0.043833333333333294,cm10,corn,0,corn_modern,nd,1,1,0.805,1.82,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_3,1,modern
1824,NA,NA,NA,NA,NA,gcrew_4,6,4,elevated,salt,0,-0.043833333333333294,cm4,corn,0,corn_modern,utk,1,1,0.977,1.58,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_4,1,modern
1825,NA,NA,NA,NA,NA,gcrew_4,6,5,elevated,salt,1,-0.043833333333333294,ca10,corn,16.75,corn_ancestral,nd,3,2,0.636,3.85,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_5,1,ancestral
1826,NA,NA,NA,NA,NA,gcrew_4,6,6,elevated,salt,0,-0.043833333333333294,ca4,corn,20.75,corn_ancestral,utk,1,1,0.882,1.83,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_6,1,ancestral
1827,NA,NA,NA,NA,NA,gcrew_4,6,7,elevated,salt,1,-0.043833333333333294,ca10,corn,16.75,corn_ancestral,nd,1,1,0.813,2.05,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_7,1,ancestral
1828,NA,NA,NA,NA,NA,gcrew_4,6,8,elevated,salt,0,-0.043833333333333294,ka3,kirkpatrick,14,kirk_ancestral,nd,2,1,1.424,2.11,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_4_6_8,1,ancestral
1829,NA,NA,NA,NA,NA,gcrew_5,1,1,elevated,salt,0,0.5263333333333333,cm8,corn,0,corn_modern,nd,1,1,0.305,1.88,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_1_1,1,modern
1830,NA,0.934139979907319,0.637,NA,1.239,gcrew_5,1,2,elevated,salt,0,0.5263333333333333,ca7,corn,20.75,corn_ancestral,utk,1,1,0.948,1.69,1,0.721,0,7,1,NA,11.5,11.5,1.7,1.7,0,6,gcrew_5_1_2,0,ancestral
1831,NA,NA,NA,NA,NA,gcrew_5,1,3,elevated,salt,0,0.5263333333333333,km6,kirkpatrick,0,kirk_modern,nd,1,1,1.18,1.9,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_1_3,1,modern
1832,NA,0.8373066536473829,8.182,NA,9.693,gcrew_5,1,4,elevated,salt,0,0.5263333333333333,cm10,corn,0,corn_modern,nd,1,1,0.983,2.45,1,2.993,0,15,1,NA,37.125,36.1875,2.9625,3.1875,0.25,4.5,gcrew_5_1_4,0,modern
1833,NA,NA,0.467,3.399,7.287,gcrew_5,1,5,elevated,salt,1,0.5263333333333333,cm6,corn,0,corn_modern,utk,1,1,0.56,0.8,1,0.4,6.781,7,1,82.5,25.357142857142858,21.5,1.4857142857142858,1.7571428571428571,0.14285714285714285,6,gcrew_5_1_5,0,modern
1834,NA,NA,1.071,1.522,6.013,gcrew_5,1,6,elevated,salt,1,0.5263333333333333,ca3,corn,18.75,corn_ancestral,utk,1,1,1.957,1.88,3,1.181,3.045,8,0,70,33.8125,29.5625,2.6,2.975,0.25,6,gcrew_5_1_6,0,ancestral
1835,NA,0.956375515797967,3.582,NA,13.49,gcrew_5,1,7,elevated,salt,0,0.5263333333333333,ka5,kirkpatrick,20,kirk_ancestral,nd,1,1,1.016,2.65,2,4.0200000000000005,0,18,0,NA,43.3125,40.625,3.3125,3.8125,0,6,gcrew_5_1_7,0,ancestral
1836,NA,NA,0.906,3.057,6.367,gcrew_5,1,8,elevated,salt,1,0.5263333333333333,ca4,corn,20.75,corn_ancestral,utk,3,2,0.758,0.88,1,0.569,4.811,7,1,62.5,33,32.07142857142857,1.6714285714285715,1.9,0.14285714285714285,7,gcrew_5_1_8,0,ancestral
1837,NA,0.9188213530479616,5.279,NA,9.706,gcrew_5,2,1,elevated,salt,0,0.4106666666666666,ca10,corn,16.75,corn_ancestral,nd,1,1,1.126,3.14,1,3.9120000000000004,0,21,1,NA,38.904761904761905,35.54761904761905,3.019047619047619,3.157142857142857,0.23809523809523808,4.5,gcrew_5_2_1,0,ancestral
1838,46.39717148,0.9401083223465783,2.927,NA,6.275,gcrew_5,2,2,elevated,salt,0,0.4106666666666666,km5,kirkpatrick,extant,kirk_modern,nd,2,1,2.187,2.52,1,2.632,0,10,3,NA,43.05,41.65,3.18,3.5,0.3,7.5,gcrew_5_2_2,0,modern
1839,NA,0.9206676183557614,3.125,NA,5.644,gcrew_5,2,3,elevated,salt,0,0.4106666666666666,cm7,corn,0,corn_modern,utk,1,1,0.211,1.22,1,2.678,0,13,1,NA,38.88461538461539,37.69230769230769,2.684615384615385,2.7384615384615385,0.7692307692307693,6,gcrew_5_2_3,0,modern
1840,NA,0.9331992818728755,6.051,NA,12.908000000000001,gcrew_5,2,4,elevated,salt,0,0.4106666666666666,ca4,corn,20.75,corn_ancestral,utk,1,1,0.521,1.53,2,4.912,0,28,4,NA,38.5,35.107142857142854,2.3142857142857145,2.475,0.6071428571428571,5.5,gcrew_5_2_4,0,ancestral
1841,NA,NA,2.55,1.18,5.534,gcrew_5,2,5,elevated,salt,1,0.4106666666666666,cm8,corn,0,corn_modern,nd,2,1,2.313,2.36,2,1.8199999999999998,1.851,10,2,63.5,44.85,41,2.16,2.36,0.9,6,gcrew_5_2_5,0,modern
1842,NA,0.912712370448875,6.236,NA,9.652999999999999,gcrew_5,2,6,elevated,salt,0,0.4106666666666666,ka6,kirkpatrick,16,kirk_ancestral,utk,2,1,1.751,1.76,1,5.502,0,13,NA,NA,52.19230769230769,44.92307692307692,3.6615384615384614,4.3538461538461535,0.15384615384615385,5.5,gcrew_5_2_6,0,ancestral
1843,40.75218227,NA,3.594,0.97,7.591,gcrew_5,2,7,elevated,salt,1,0.4106666666666666,ca8,corn,15,corn_ancestral,nd,1,1,1.323,2.92,2,3.677,1.496,16,1,58.5,44.40625,42.21875,2.69375,2.76875,0.125,6.5,gcrew_5_2_7,0,ancestral
1844,NA,NA,2.771,1.756,8.354,gcrew_5,2,8,elevated,salt,1,0.4106666666666666,cm4,corn,0,corn_modern,utk,1,1,0.471,1.6,1,2.052,1.747,12,5,63,36.708333333333336,35.208333333333336,2.45,2.7083333333333335,0.16666666666666666,6,gcrew_5_2_8,0,modern
1845,39.36026712,0.8736769723533998,8.243,NA,10.671,gcrew_5,3,1,elevated,salt,0,0.2756666666666666,km6,kirkpatrick,0,kirk_modern,nd,2,1,1.545,1.94,1,8.674,0,23,4,NA,47.54545454545455,45.15909090909091,3.168181818181818,3.5545454545454547,0.4090909090909091,4,gcrew_5_3_1,0,modern
1846,NA,0.8592294865457358,7.014,NA,8.704,gcrew_5,3,2,elevated,salt,0,0.2756666666666666,b2,blackwater,10,blackwater,nd,1,1,0.31,2.36,1,6.263,0,20,1,NA,43.1578947368421,40.18421052631579,3.473684210526316,4.063157894736842,0.21052631578947367,4,gcrew_5_3_2,0,modern
1847,41.60279709,NA,5.781,0.115,13.664,gcrew_5,3,3,elevated,salt,1,0.2756666666666666,ca1,corn,20.75,corn_ancestral,utk,1,1,1.09,2.17,2,5.529000000000001,0.193,24,8,40,44.333333333333336,42.708333333333336,2.85,3.325,0.6666666666666666,3,gcrew_5_3_3,0,ancestral
1848,38.20033784,0.8872492531686611,5.937,NA,8.098,gcrew_5,3,4,elevated,salt,0,0.2756666666666666,ka6,kirkpatrick,16,kirk_ancestral,utk,3,2,0.473,1.99,2,5.64,0,23,3,NA,48.88636363636363,47.75,2.859090909090909,3.1681818181818184,0.5909090909090909,6,gcrew_5_3_4,0,ancestral
1849,43.61334117,0.8979458423594633,6.661,NA,10.658999999999999,gcrew_5,3,5,elevated,salt,0,0.2756666666666666,cm4,corn,0,corn_modern,utk,1,1,1.964,2.37,2,5.13715501180797,0,23,4,NA,42.25,38.59090909090909,2.922727272727273,3.1272727272727274,0.22727272727272727,5,gcrew_5_3_5,0,modern
1850,41.2934826,NA,0.591,3.216,4.727,gcrew_5,3,6,elevated,salt,1,0.2756666666666666,cm4,corn,0,corn_modern,utk,3,2,0.449,1.15,2,0.6880000000000001,9.717,9,1,80,38.666666666666664,37.111111111111114,1.9444444444444444,2.077777777777778,0,5,gcrew_5_3_6,0,modern
1851,40.18374827,0.886437851086269,10.441,NA,14.503,gcrew_5,3,7,elevated,salt,0,0.2756666666666666,ca5,corn,18.75,corn_ancestral,utk,1,1,1.723,1.94,1,10.411232079255262,0,22,5,NA,51.225,47.95,3.45,3.87,0.5,3.5,gcrew_5_3_7,0,ancestral
1852,NA,NA,14.114,0.462,20.89,gcrew_5,3,8,elevated,salt,1,0.2756666666666666,ca2,corn,18.75,corn_ancestral,utk,1,1,2.078,2.18,1,11.56,1.291,27,2,57.5,56.17307692307692,54.40384615384615,3.4269230769230767,4.05,0.5769230769230769,2.5,gcrew_5_3_8,0,ancestral
1853,NA,0.9143142043184851,2.272,NA,4.2219999999999995,gcrew_5,4,1,elevated,salt,0,0.15633333333333327,cm1,corn,0,corn_modern,utk,1,1,0.657,1.07,1,3.433417341337586,0,8,6,NA,55.5,51.5,3.9428571428571426,4.071428571428571,0.42857142857142855,3,gcrew_5_4_1,0,modern
1854,NA,NA,NA,NA,NA,gcrew_5,4,2,elevated,salt,1,0.15633333333333327,ca6,corn,20.75,corn_ancestral,utk,1,1,0.699,1.51,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_4_2,1,ancestral
1855,NA,NA,NA,NA,NA,gcrew_5,4,3,elevated,salt,0,0.15633333333333327,ca10,corn,16.75,corn_ancestral,nd,3,2,1.014,1.85,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,gcrew_5_4_3,1,ancestral
