date,frame,position,pot,age,diversity,genotype,old_genotype,location,depth_seed,stem,dead,tot_height,grn_height,bas_width,mid_width,flower,cut,dna,allomet,allom_wt,notes,
211,1,1,71,modern,mono,139,C3AS,corn,0,1,0,5.5,5.5,2.54,1.51,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,2,0,36.6,35,2.03,1.92,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,3,0,51,51,3.34,2.55,0,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,4,0,39.8,39.8,3.1,2.37,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,5,0,40,40,2.76,2.12,0,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,6,0,31,29.5,2.75,2.05,0,1,NA,1,0.0931,,
211,1,1,71,modern,mono,139,C3AS,corn,0,7,0,53.4,52.1,2.81,2.52,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,8,0,51,51,3.24,2.84,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,9,0,47.5,47.5,4.26,3.55,0,0,NA,2,0.2134,,
211,1,1,71,modern,mono,139,C3AS,corn,0,10,0,44.6,43.6,2.55,2.18,0,0,NA,3,0.1195,,
211,1,1,71,modern,mono,139,C3AS,corn,0,11,0,14.4,14.4,3.73,3.22,1,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,12,0,59.8,59.1,4.63,3.5,1,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,13,0,59.5,59.5,4.29,3.41,1,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,14,0,3.1,3.1,1.72,1.64,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,15,0,18,18,5.1,3.35,1,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,16,0,59.5,57,4.5,3.6,0,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,17,0,45,26.6,2.85,2.74,0,2,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,18,0,52.4,52.4,2.44,2.06,0,0,NA,4,0.1271,,
211,1,1,71,modern,mono,139,C3AS,corn,0,19,0,57.1,57.1,4.31,4.31,1,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,20,0,54.5,54.5,3.26,2.77,0,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,21,0,67.5,66.9,3.59,3.03,1,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,22,0,47.9,45.2,2.81,2.67,0,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,23,0,67.5,66.8,3.76,3.03,1,0,1,NA,NA,twist,
211,1,1,71,modern,mono,139,C3AS,corn,0,24,0,10.8,10.8,3.18,1.86,1,0,NA,5,0.0242,,
211,1,1,71,modern,mono,139,C3AS,corn,0,25,0,33.4,33.4,3.28,2.13,1,0,1,NA,NA,twist,
211,1,1,71,modern,mono,139,C3AS,corn,0,26,0,65.5,64.9,4.4,3.91,1,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,27,0,64.9,63.9,3.9,3.88,0,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,28,0,27.9,27.9,2.83,2.31,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,29,0,65.5,65,3.77,3.25,0,0,1,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,30,0,70.4,70,3.79,3.44,0,0,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,31,0,57.5,57,3.52,2.7,1,0,NA,NA,NA,twist,
211,1,1,71,modern,mono,139,C3AS,corn,0,1,1,17,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,1,71,modern,mono,139,C3AS,corn,0,2,1,26.6,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,1,0,55.9,55.9,3.52,2.7,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,2,0,35.2,30.9,2.58,2.52,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,3,0,61,60.5,3.35,2.68,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,4,0,53.4,52.1,2.45,2.27,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,5,0,24.1,24.1,3.17,2.58,1,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,6,0,26.7,26.7,2.39,2.05,1,0,NA,1,0.0484,,
211,1,2,41,mix,poly,NA,NA,NA,NA,7,0,50.5,50.5,2.38,2.05,1,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,8,0,47.2,47.2,3.78,2.85,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,9,0,30.3,24,2.09,1.41,0,2,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,10,0,30.5,30.5,3.44,2.49,1,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,11,0,54.4,54.4,3.18,2.76,1,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,12,0,40.9,38.7,2.87,2.48,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,13,0,54.2,53.1,3.54,2.81,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,14,0,34.9,29.3,2.92,2.75,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,15,0,41.3,41.3,3.4,2.82,1,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,16,0,56.5,56.5,4.3,3.37,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,17,0,9.1,9.1,3.8,2.1,1,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,18,0,53.1,51.9,3.87,3.27,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,19,0,42.5,42.5,3.64,2.86,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,20,0,56.9,56.9,3.88,3.49,1,0,NA,2,0.2669,,
211,1,2,41,mix,poly,NA,NA,NA,NA,21,0,59.4,59.4,4.21,3.44,1,0,NA,3,0.3702,,
211,1,2,41,mix,poly,NA,NA,NA,NA,22,0,50.2,50.2,3.08,2.43,0,0,NA,4,0.1849,,
211,1,2,41,mix,poly,NA,NA,NA,NA,23,0,49.7,48.1,3.09,2.82,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,24,0,49.4,47.6,3.32,2.55,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,25,0,18.3,18.3,2.99,2.32,0,0,1,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,26,0,51.5,51.5,3.15,2.56,0,0,NA,5,0.2093,,
211,1,2,41,mix,poly,NA,NA,NA,NA,27,0,47.9,46,3.52,3.26,1,0,1,NA,NA,twist,
211,1,2,41,mix,poly,NA,NA,NA,NA,28,0,54.6,54.6,3.72,3.12,0,0,NA,NA,NA,twist,
211,1,2,41,mix,poly,NA,NA,NA,NA,29,0,56,54.4,3.97,3.32,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,30,0,21.4,21.4,2.89,2.36,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,31,0,59.5,58.8,4.45,3.77,0,0,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,1,1,19.5,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,2,1,22.9,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,2,41,mix,poly,NA,NA,NA,NA,3,1,7.2,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,1,0,21.5,21.5,3.31,2.5,0,0,1,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,2,0,47.9,47.9,3.75,2.96,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,3,0,21.4,21.4,3.1,2.11,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,4,0,48.2,48.2,4.15,3.24,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,5,0,48.6,47.9,3.27,3.13,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,6,0,40,38.1,2.78,2.22,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,7,0,56.5,55.5,4.45,3.52,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,8,0,40,40,4.15,3.44,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,9,0,46.5,45.5,3.28,3.14,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,10,0,24.2,24.2,4.02,2.75,0,0,NA,1,0.0747,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,11,0,21.4,21.4,2.78,2.44,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,12,0,45.4,45.5,2.64,2.09,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,13,0,41.6,41.1,2.29,1.9,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,14,0,23.7,22.9,2.57,2.2,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,15,0,39.6,39.6,2.5,2.18,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,16,0,32.3,30.3,1.9,1.81,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,17,0,52.3,51.1,3.3,2.79,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,18,0,46,45,2.55,2.45,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,19,0,20.5,20.5,2.6,2.06,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,20,0,43.5,41.6,2.72,2.35,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,21,0,48.8,48.8,3.62,2.81,1,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,22,0,41.9,41.9,2.59,2.52,0,0,NA,2,0.1341,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,23,0,4.1,4.1,2.14,1.53,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,24,0,31,30.5,2.68,2.49,0,1,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,25,0,48,48,2.52,2.07,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,26,0,4.1,4.1,1.66,1.09,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,27,0,52.9,52.9,3.83,3.14,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,28,0,34.9,30.3,2.12,2.02,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,29,0,31.9,31.9,4.12,2.85,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,30,0,4,4,2.18,1.69,0,0,NA,3,0.0072,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,31,0,40.6,39.6,2.39,2.23,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,32,0,43.9,43.9,3.89,3.59,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,33,0,20.4,20.4,2.22,2.01,0,0,NA,4,0.0481,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,34,0,29.2,29.2,2.63,2.36,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,35,0,54.5,53.6,3.44,2.89,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,36,0,47.2,46.2,2.72,2.24,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,37,0,28.5,28.5,2.8,2.61,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,38,0,34.4,34,2.72,2.61,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,39,0,55.3,54.9,3.3,3.08,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,40,0,38.8,38,3.37,3.19,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,41,0,50,49.5,4.32,3.03,0,0,1,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,42,0,52.9,51.7,3.12,2.63,0,0,NA,5,0.2385,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,43,0,18.5,18.5,2.41,1.95,0,0,1,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,44,0,53.6,53.1,3.5,3.11,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,45,0,49,47.8,3.25,2.84,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,46,0,25.5,25.5,2.95,2.41,0,0,NA,NA,NA,twist,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,47,0,39.1,37.6,2.68,2.41,0,0,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,1,1,21,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,2,1,31,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,3,1,22.5,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,5,1,7.9,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,6,1,6.1,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,7,1,6.9,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,8,1,7.5,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,3,85,ancestral,mono,136,S1CDI,sellman,15.25,9,1,6.4,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,1,0,54.4,53.8,3.78,2.48,0,0,NA,1,0.2394,,
211,1,4,28,modern,poly,NA,NA,NA,NA,2,0,45.5,45.5,4.04,3.26,0,0,NA,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,3,0,34,34,3.71,2.95,0,0,1,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,4,0,51.9,51.6,4.64,3.33,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,5,0,52.6,51.6,4.37,3.64,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,6,0,22.5,22.5,3.42,2.48,1,0,1,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,7,0,56.8,56.8,4.85,3.66,1,0,NA,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,8,0,10,10,2.93,2.05,0,0,NA,2,0.0269,,
211,1,4,28,modern,poly,NA,NA,NA,NA,9,0,55.2,55.2,3.55,2.9,1,0,NA,3,0.2506,,
211,1,4,28,modern,poly,NA,NA,NA,NA,10,0,56.5,55,3.78,3.04,1,0,1,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,11,0,15.3,15.3,2.78,1.86,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,12,0,27.5,27.5,2.83,2.19,0,0,1,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,13,0,37.2,36.4,2.6,2.75,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,14,0,51,48.8,2.84,2.53,0,0,1,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,15,0,57,57,2.77,2.36,0,0,1,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,16,0,59.5,58.5,4.55,3.15,1,0,1,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,17,0,56,56,3.95,3.14,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,18,0,54.9,53.4,3.02,2.79,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,19,0,43.4,43.4,3.93,2.83,0,0,NA,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,20,0,54,54,2.9,2.18,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,21,0,50.2,49.3,3.11,2.72,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,22,0,48.9,48.9,2.99,2.48,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,23,0,53,53,3.21,2.54,0,2,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,24,0,49.4,47.4,2.51,2.3,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,25,0,46.3,44.9,3.05,2.63,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,26,0,56.6,55,4.85,3.63,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,27,0,49.1,48.7,3.14,2.65,0,0,NA,4,0.1745,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,28,0,43,38.6,2.13,1.77,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,29,0,55.3,53.6,3.04,2.54,0,0,1,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,30,0,53,52.4,3.84,2.98,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,31,0,48.5,47.5,3.49,3.13,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,32,0,46.5,46.5,3.47,2.7,1,0,1,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,33,0,57.3,56.5,3.49,3.03,0,0,1,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,34,0,26.2,26.2,4.01,2.78,1,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,35,0,47.4,46.6,3.24,2.99,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,36,0,52.4,52.4,3.61,3.09,0,0,NA,5,0.2272,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,37,0,43.4,43.4,3.57,2.94,0,0,1,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,38,0,33.4,32.6,2,1.81,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,39,0,36.1,36.1,4.71,3.57,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,40,0,44.5,44.1,2.66,2.08,0,0,1,NA,NA,twist,
211,1,4,28,modern,poly,NA,NA,NA,NA,41,0,61.4,60.8,4.61,3.93,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,42,0,58,58,3.14,2.55,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,43,0,18.4,18.4,3.1,2.03,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,44,0,28.9,28.9,3.98,3.53,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,45,0,3.7,3.7,1.81,1.28,0,0,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,1,1,7.8,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,2,1,10.6,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,3,1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,4,1,26.1,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,5,1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,4,28,modern,poly,NA,NA,NA,NA,6,1,7,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,1,0,30.4,30.4,1.97,1.62,0,0,NA,NA,NA,twist,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,2,0,32.9,32.9,2.25,1.65,0,0,1,NA,NA,twist,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,3,0,33.8,33.8,1.42,1.3,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,4,0,47.5,47.5,4.92,3.9,2,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,5,0,5.2,5.2,1.49,2.1,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,6,0,13.1,13.1,3.92,2.68,2,0,0,1,0.0527,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,7,0,37.8,37.8,2.02,1.95,0,0,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,8,0,49.9,49.9,3.39,2.88,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,9,0,49,49,2.82,2.65,0,0,NA,2,0.1869,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,10,0,25,25,4.08,2.74,2,0,NA,3,0.0854,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,11,0,56.5,56.6,2.99,2.23,0,0,NA,4,0.2009,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,12,0,49,46.1,2.71,2.52,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,13,0,37.8,37.8,3.86,2.94,2,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,14,0,40,40,2.9,2.34,1,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,15,0,66.6,66.6,4.51,3.84,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,16,0,57.8,57.8,3.5,2.9,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,17,0,56.2,54.3,3.72,3.28,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,18,0,35.4,35.4,4.24,3.06,2,0,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,19,0,41.3,41.3,3.24,3.08,0,0,NA,5,0.1669,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,20,0,37.6,37.6,2.92,2.76,0,0,1,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,21,0,47.8,47.8,4.65,3.36,0,0,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,22,0,28.6,28.6,3.62,3.07,0,0,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,23,0,23.3,23.3,2.73,2.25,1,0,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,24,0,53.6,53.1,2.9,2.64,0,0,NA,NA,NA,twist,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,25,0,45.6,45,4.31,3.13,0,0,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,26,0,17.1,17.1,2.52,1.9,2,0,NA,NA,NA,,
211,1,5,94,ancestral,mono,135,C4BM,corn,10.25,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,1,0,36,36,4.98,3.5,1,0,1,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,2,0,59.6,58.5,3.83,3.22,0,0,1,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,3,0,20.5,20.5,2.88,2.22,0,0,1,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,4,0,24.4,24.4,2.8,2.1,0,0,1,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,5,0,45.6,45,3.17,2.37,0,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,6,0,5.9,5.9,1.9,1.65,0,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,7,0,21.7,21.7,3.65,3.08,1,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,8,0,9.9,9.9,3.48,1.93,1,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,9,0,46.2,46.2,3.36,2.88,0,0,NA,1,0.1749,twist,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,10,0,5.9,5.9,2.85,1.92,0,0,1,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,11,0,56.9,56.9,3.92,3.22,0,0,NA,2,0.2465,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,12,0,35.6,35.6,2.36,2.26,0,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,13,0,50.3,49.5,3.96,3.06,0,0,NA,NA,NA,twist,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,14,0,22,22,3.68,2.52,0,0,NA,NA,NA,twist,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,15,0,58.8,58.8,3.97,3.07,0,0,1,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,16,0,34.9,34.9,3.39,2.77,0,0,1,NA,NA,twist,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,17,0,56.9,55.6,3.48,2.78,0,0,1,NA,NA,twist,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,18,0,53.9,52.7,3.45,2.87,0,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,19,0,49.5,49.5,3.54,2.82,0,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,20,0,43.6,39.6,3.16,2.91,0,0,NA,NA,NA,,
211,1,6,10,ancestral,poly,NA,NA,NA,NA,21,0,12.2,12.2,3.45,3.05,0,0,1,NA,NA,,
